"","gender","publisher","year","et_1","n"
"490","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"WestEuropean",8
"491","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"Africans",1
"492","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"British",2
"493","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"GreaterEastAsian",2
"494","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"IndianSubContinent",7
"495","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"Jewish",4
"496","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"Muslim",2
"497","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"WestEuropean",11
"498","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"British",7
"499","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"EastEuropean",3
"500","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"GreaterEastAsian",2
"501","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"IndianSubContinent",8
"502","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"Jewish",5
"503","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"Muslim",2
"504","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"WestEuropean",16
"505","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"Africans",1
"506","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"British",4
"507","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"EastEuropean",6
"508","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"GreaterEastAsian",19
"509","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"IndianSubContinent",9
"510","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"Jewish",19
"511","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"Muslim",3
"512","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"WestEuropean",31
"513","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"Africans",3
"514","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"British",16
"515","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"EastEuropean",22
"516","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"GreaterEastAsian",31
"517","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"IndianSubContinent",30
"518","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"Jewish",40
"519","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"Muslim",10
"520","Feminino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"WestEuropean",64
"521","Feminino","SIAM",2010,"British",3
"522","Feminino","SIAM",2010,"EastEuropean",5
"523","Feminino","SIAM",2010,"GreaterEastAsian",8
"524","Feminino","SIAM",2010,"IndianSubContinent",4
"525","Feminino","SIAM",2010,"Jewish",4
"526","Feminino","SIAM",2010,"Muslim",2
"527","Feminino","SIAM",2010,"WestEuropean",8
"528","Feminino","SIAM",2011,"Africans",1
"529","Feminino","SIAM",2011,"British",3
"530","Feminino","SIAM",2011,"EastEuropean",3
"531","Feminino","SIAM",2011,"GreaterEastAsian",8
"532","Feminino","SIAM",2011,"IndianSubContinent",6
"533","Feminino","SIAM",2011,"Jewish",5
"534","Feminino","SIAM",2011,"Muslim",1
"535","Feminino","SIAM",2011,"WestEuropean",10
"536","Feminino","SIAM",2012,"Africans",1
"537","Feminino","SIAM",2012,"British",3
"538","Feminino","SIAM",2012,"EastEuropean",6
"539","Feminino","SIAM",2012,"GreaterEastAsian",14
"540","Feminino","SIAM",2012,"IndianSubContinent",5
"541","Feminino","SIAM",2012,"Jewish",6
"542","Feminino","SIAM",2012,"Muslim",3
"543","Feminino","SIAM",2012,"WestEuropean",13
"544","Feminino","SIAM",2013,"Africans",1
"545","Feminino","SIAM",2013,"British",6
"546","Feminino","SIAM",2013,"EastEuropean",2
"547","Feminino","SIAM",2013,"GreaterEastAsian",13
"548","Feminino","SIAM",2013,"IndianSubContinent",4
"549","Feminino","SIAM",2013,"Jewish",11
"550","Feminino","SIAM",2013,"Muslim",4
"551","Feminino","SIAM",2013,"WestEuropean",6
"552","Feminino","SIAM",2014,"Africans",1
"553","Feminino","SIAM",2014,"British",6
"554","Feminino","SIAM",2014,"EastEuropean",4
"555","Feminino","SIAM",2014,"GreaterEastAsian",16
"556","Feminino","SIAM",2014,"IndianSubContinent",5
"557","Feminino","SIAM",2014,"Jewish",8
"558","Feminino","SIAM",2014,"WestEuropean",10
"559","Feminino","SIAM",2015,"British",9
"560","Feminino","SIAM",2015,"EastEuropean",4
"561","Feminino","SIAM",2015,"GreaterEastAsian",4
"562","Feminino","SIAM",2015,"IndianSubContinent",4
"563","Feminino","SIAM",2015,"Jewish",9
"564","Feminino","SIAM",2015,"Muslim",2
"565","Feminino","SIAM",2015,"WestEuropean",8
"566","Feminino","SIAM",2016,"British",11
"567","Feminino","SIAM",2016,"EastEuropean",5
"568","Feminino","SIAM",2016,"GreaterEastAsian",16
"569","Feminino","SIAM",2016,"IndianSubContinent",4
"570","Feminino","SIAM",2016,"Jewish",15
"571","Feminino","SIAM",2016,"Muslim",1
"572","Feminino","SIAM",2016,"WestEuropean",5
"573","Feminino","Springer",2010,"Africans",14
"574","Feminino","Springer",2010,"British",48
"575","Feminino","Springer",2010,"EastEuropean",55
"576","Feminino","Springer",2010,"GreaterEastAsian",198
"577","Feminino","Springer",2010,"IndianSubContinent",32
"578","Feminino","Springer",2010,"Jewish",80
"579","Feminino","Springer",2010,"Muslim",36
"580","Feminino","Springer",2010,"WestEuropean",136
"581","Feminino","Springer",2011,"Africans",10
"582","Feminino","Springer",2011,"British",66
"583","Feminino","Springer",2011,"EastEuropean",34
"584","Feminino","Springer",2011,"GreaterEastAsian",189
"585","Feminino","Springer",2011,"IndianSubContinent",38
"586","Feminino","Springer",2011,"Jewish",71
"587","Feminino","Springer",2011,"Muslim",27
"588","Feminino","Springer",2011,"WestEuropean",157
"589","Feminino","Springer",2012,"Africans",12
"590","Feminino","Springer",2012,"British",41
"591","Feminino","Springer",2012,"EastEuropean",44
"592","Feminino","Springer",2012,"GreaterEastAsian",161
"593","Feminino","Springer",2012,"IndianSubContinent",45
"594","Feminino","Springer",2012,"Jewish",53
"595","Feminino","Springer",2012,"Muslim",31
"596","Feminino","Springer",2012,"WestEuropean",144
"597","Feminino","Springer",2013,"Africans",13
"598","Feminino","Springer",2013,"British",42
"599","Feminino","Springer",2013,"EastEuropean",32
"600","Feminino","Springer",2013,"GreaterEastAsian",151
"601","Feminino","Springer",2013,"IndianSubContinent",38
"602","Feminino","Springer",2013,"Jewish",51
"603","Feminino","Springer",2013,"Muslim",31
"604","Feminino","Springer",2013,"WestEuropean",111
"605","Feminino","Springer",2014,"Africans",23
"606","Feminino","Springer",2014,"British",63
"607","Feminino","Springer",2014,"EastEuropean",48
"608","Feminino","Springer",2014,"GreaterEastAsian",221
"609","Feminino","Springer",2014,"IndianSubContinent",60
"610","Feminino","Springer",2014,"Jewish",62
"611","Feminino","Springer",2014,"Muslim",55
"612","Feminino","Springer",2014,"WestEuropean",159
"613","Feminino","Springer",2015,"Africans",38
"614","Feminino","Springer",2015,"British",57
"615","Feminino","Springer",2015,"EastEuropean",35
"616","Feminino","Springer",2015,"GreaterEastAsian",185
"617","Feminino","Springer",2015,"IndianSubContinent",67
"618","Feminino","Springer",2015,"Jewish",63
"619","Feminino","Springer",2015,"Muslim",64
"620","Feminino","Springer",2015,"WestEuropean",149
"621","Feminino","Springer",2016,"Africans",11
"622","Feminino","Springer",2016,"British",17
"623","Feminino","Springer",2016,"EastEuropean",24
"624","Feminino","Springer",2016,"GreaterEastAsian",170
"625","Feminino","Springer",2016,"IndianSubContinent",29
"626","Feminino","Springer",2016,"Jewish",23
"627","Feminino","Springer",2016,"Muslim",14
"628","Feminino","Springer",2016,"WestEuropean",71
"629","Feminino","The Association for Computer Linguistics",2010,"Africans",2
"630","Feminino","The Association for Computer Linguistics",2010,"British",21
"631","Feminino","The Association for Computer Linguistics",2010,"EastEuropean",12
"632","Feminino","The Association for Computer Linguistics",2010,"GreaterEastAsian",59
"633","Feminino","The Association for Computer Linguistics",2010,"IndianSubContinent",14
"634","Feminino","The Association for Computer Linguistics",2010,"Jewish",18
"635","Feminino","The Association for Computer Linguistics",2010,"Muslim",10
"636","Feminino","The Association for Computer Linguistics",2010,"WestEuropean",33
"637","Feminino","The Association for Computer Linguistics",2011,"Africans",5
"638","Feminino","The Association for Computer Linguistics",2011,"British",26
"639","Feminino","The Association for Computer Linguistics",2011,"EastEuropean",12
"640","Feminino","The Association for Computer Linguistics",2011,"GreaterEastAsian",83
"641","Feminino","The Association for Computer Linguistics",2011,"IndianSubContinent",9
"642","Feminino","The Association for Computer Linguistics",2011,"Jewish",22
"643","Feminino","The Association for Computer Linguistics",2011,"Muslim",12
"644","Feminino","The Association for Computer Linguistics",2011,"WestEuropean",32
"645","Feminino","The Association for Computer Linguistics",2012,"Africans",4
"646","Feminino","The Association for Computer Linguistics",2012,"British",11
"647","Feminino","The Association for Computer Linguistics",2012,"EastEuropean",7
"648","Feminino","The Association for Computer Linguistics",2012,"GreaterEastAsian",89
"649","Feminino","The Association for Computer Linguistics",2012,"IndianSubContinent",9
"650","Feminino","The Association for Computer Linguistics",2012,"Jewish",10
"651","Feminino","The Association for Computer Linguistics",2012,"Muslim",9
"652","Feminino","The Association for Computer Linguistics",2012,"WestEuropean",27
"653","Feminino","The Association for Computer Linguistics",2013,"Africans",7
"654","Feminino","The Association for Computer Linguistics",2013,"British",22
"655","Feminino","The Association for Computer Linguistics",2013,"EastEuropean",29
"656","Feminino","The Association for Computer Linguistics",2013,"GreaterEastAsian",135
"657","Feminino","The Association for Computer Linguistics",2013,"IndianSubContinent",27
"658","Feminino","The Association for Computer Linguistics",2013,"Jewish",17
"659","Feminino","The Association for Computer Linguistics",2013,"Muslim",21
"660","Feminino","The Association for Computer Linguistics",2013,"WestEuropean",65
"661","Feminino","The Association for Computer Linguistics",2014,"Africans",7
"662","Feminino","The Association for Computer Linguistics",2014,"British",32
"663","Feminino","The Association for Computer Linguistics",2014,"EastEuropean",26
"664","Feminino","The Association for Computer Linguistics",2014,"GreaterEastAsian",112
"665","Feminino","The Association for Computer Linguistics",2014,"IndianSubContinent",14
"666","Feminino","The Association for Computer Linguistics",2014,"Jewish",21
"667","Feminino","The Association for Computer Linguistics",2014,"Muslim",15
"668","Feminino","The Association for Computer Linguistics",2014,"WestEuropean",46
"669","Feminino","The Association for Computer Linguistics",2015,"Africans",3
"670","Feminino","The Association for Computer Linguistics",2015,"British",23
"671","Feminino","The Association for Computer Linguistics",2015,"EastEuropean",19
"672","Feminino","The Association for Computer Linguistics",2015,"GreaterEastAsian",144
"673","Feminino","The Association for Computer Linguistics",2015,"IndianSubContinent",13
"674","Feminino","The Association for Computer Linguistics",2015,"Jewish",19
"675","Feminino","The Association for Computer Linguistics",2015,"Muslim",15
"676","Feminino","The Association for Computer Linguistics",2015,"WestEuropean",46
"677","Feminino","The Association for Computer Linguistics",2016,"Africans",9
"678","Feminino","The Association for Computer Linguistics",2016,"British",44
"679","Feminino","The Association for Computer Linguistics",2016,"EastEuropean",33
"680","Feminino","The Association for Computer Linguistics",2016,"GreaterEastAsian",112
"681","Feminino","The Association for Computer Linguistics",2016,"IndianSubContinent",21
"682","Feminino","The Association for Computer Linguistics",2016,"Jewish",23
"683","Feminino","The Association for Computer Linguistics",2016,"Muslim",22
"684","Feminino","The Association for Computer Linguistics",2016,"WestEuropean",49
"685","Feminino","USENIX Association",2010,"Africans",1
"686","Feminino","USENIX Association",2010,"British",6
"687","Feminino","USENIX Association",2010,"EastEuropean",1
"688","Feminino","USENIX Association",2010,"GreaterEastAsian",26
"689","Feminino","USENIX Association",2010,"IndianSubContinent",9
"690","Feminino","USENIX Association",2010,"Jewish",5
"691","Feminino","USENIX Association",2010,"Muslim",4
"692","Feminino","USENIX Association",2010,"WestEuropean",6
"693","Feminino","USENIX Association",2011,"British",5
"694","Feminino","USENIX Association",2011,"EastEuropean",2
"695","Feminino","USENIX Association",2011,"GreaterEastAsian",8
"696","Feminino","USENIX Association",2011,"IndianSubContinent",4
"697","Feminino","USENIX Association",2011,"Jewish",4
"698","Feminino","USENIX Association",2011,"Muslim",2
"699","Feminino","USENIX Association",2011,"WestEuropean",1
"700","Feminino","USENIX Association",2012,"British",6
"701","Feminino","USENIX Association",2012,"EastEuropean",2
"702","Feminino","USENIX Association",2012,"GreaterEastAsian",23
"703","Feminino","USENIX Association",2012,"IndianSubContinent",6
"704","Feminino","USENIX Association",2012,"Jewish",5
"705","Feminino","USENIX Association",2012,"Muslim",4
"706","Feminino","USENIX Association",2012,"WestEuropean",8
"707","Feminino","USENIX Association",2013,"British",1
"708","Feminino","USENIX Association",2013,"EastEuropean",1
"709","Feminino","USENIX Association",2013,"GreaterEastAsian",22
"710","Feminino","USENIX Association",2013,"IndianSubContinent",4
"711","Feminino","USENIX Association",2013,"Jewish",1
"712","Feminino","USENIX Association",2014,"Africans",1
"713","Feminino","USENIX Association",2014,"British",2
"714","Feminino","USENIX Association",2014,"EastEuropean",6
"715","Feminino","USENIX Association",2014,"GreaterEastAsian",36
"716","Feminino","USENIX Association",2014,"IndianSubContinent",14
"717","Feminino","USENIX Association",2014,"Jewish",6
"718","Feminino","USENIX Association",2014,"Muslim",1
"719","Feminino","USENIX Association",2014,"WestEuropean",6
"720","Feminino","USENIX Association",2015,"Africans",3
"721","Feminino","USENIX Association",2015,"British",5
"722","Feminino","USENIX Association",2015,"EastEuropean",1
"723","Feminino","USENIX Association",2015,"GreaterEastAsian",10
"724","Feminino","USENIX Association",2015,"IndianSubContinent",5
"725","Feminino","USENIX Association",2015,"Jewish",3
"726","Feminino","USENIX Association",2016,"Africans",1
"727","Feminino","USENIX Association",2016,"British",2
"728","Feminino","USENIX Association",2016,"EastEuropean",2
"729","Feminino","USENIX Association",2016,"GreaterEastAsian",34
"730","Feminino","USENIX Association",2016,"IndianSubContinent",6
"731","Feminino","USENIX Association",2016,"Jewish",2
"732","Feminino","USENIX Association",2016,"WestEuropean",4
"733","Masculino","AAAI",2010,"Africans",7
"734","Masculino","AAAI",2010,"British",79
"735","Masculino","AAAI",2010,"EastEuropean",12
"736","Masculino","AAAI",2010,"GreaterEastAsian",25
"737","Masculino","AAAI",2010,"IndianSubContinent",26
"738","Masculino","AAAI",2010,"Jewish",40
"739","Masculino","AAAI",2010,"Muslim",6
"740","Masculino","AAAI",2010,"WestEuropean",45
"741","Masculino","AAAI",2011,"Africans",6
"742","Masculino","AAAI",2011,"British",106
"743","Masculino","AAAI",2011,"EastEuropean",20
"744","Masculino","AAAI",2011,"GreaterEastAsian",33
"745","Masculino","AAAI",2011,"IndianSubContinent",46
"746","Masculino","AAAI",2011,"Jewish",50
"747","Masculino","AAAI",2011,"Muslim",10
"748","Masculino","AAAI",2011,"WestEuropean",81
"749","Masculino","AAAI",2013,"Africans",5
"750","Masculino","AAAI",2013,"British",54
"751","Masculino","AAAI",2013,"EastEuropean",12
"752","Masculino","AAAI",2013,"GreaterEastAsian",39
"753","Masculino","AAAI",2013,"IndianSubContinent",32
"754","Masculino","AAAI",2013,"Jewish",37
"755","Masculino","AAAI",2013,"Muslim",17
"756","Masculino","AAAI",2013,"WestEuropean",48
"757","Masculino","AAAI",2014,"British",29
"758","Masculino","AAAI",2014,"EastEuropean",2
"759","Masculino","AAAI",2014,"GreaterEastAsian",11
"760","Masculino","AAAI",2014,"IndianSubContinent",14
"761","Masculino","AAAI",2014,"Jewish",11
"762","Masculino","AAAI",2014,"Muslim",5
"763","Masculino","AAAI",2014,"WestEuropean",20
"764","Masculino","AAAI Press",2010,"Africans",8
"765","Masculino","AAAI Press",2010,"British",141
"766","Masculino","AAAI Press",2010,"EastEuropean",37
"767","Masculino","AAAI Press",2010,"GreaterEastAsian",193
"768","Masculino","AAAI Press",2010,"IndianSubContinent",51
"769","Masculino","AAAI Press",2010,"Jewish",83
"770","Masculino","AAAI Press",2010,"Muslim",39
"771","Masculino","AAAI Press",2010,"WestEuropean",139
"772","Masculino","AAAI Press",2011,"Africans",12
"773","Masculino","AAAI Press",2011,"British",166
"774","Masculino","AAAI Press",2011,"EastEuropean",32
"775","Masculino","AAAI Press",2011,"GreaterEastAsian",195
"776","Masculino","AAAI Press",2011,"IndianSubContinent",58
"777","Masculino","AAAI Press",2011,"Jewish",80
"778","Masculino","AAAI Press",2011,"Muslim",35
"779","Masculino","AAAI Press",2011,"WestEuropean",106
"780","Masculino","AAAI Press",2012,"Africans",19
"781","Masculino","AAAI Press",2012,"British",168
"782","Masculino","AAAI Press",2012,"EastEuropean",43
"783","Masculino","AAAI Press",2012,"GreaterEastAsian",181
"784","Masculino","AAAI Press",2012,"IndianSubContinent",84
"785","Masculino","AAAI Press",2012,"Jewish",108
"786","Masculino","AAAI Press",2012,"Muslim",32
"787","Masculino","AAAI Press",2012,"WestEuropean",154
"788","Masculino","AAAI Press",2013,"Africans",13
"789","Masculino","AAAI Press",2013,"British",111
"790","Masculino","AAAI Press",2013,"EastEuropean",30
"791","Masculino","AAAI Press",2013,"GreaterEastAsian",147
"792","Masculino","AAAI Press",2013,"IndianSubContinent",49
"793","Masculino","AAAI Press",2013,"Jewish",67
"794","Masculino","AAAI Press",2013,"Muslim",37
"795","Masculino","AAAI Press",2013,"WestEuropean",93
"796","Masculino","AAAI Press",2014,"Africans",21
"797","Masculino","AAAI Press",2014,"British",218
"798","Masculino","AAAI Press",2014,"EastEuropean",64
"799","Masculino","AAAI Press",2014,"GreaterEastAsian",384
"800","Masculino","AAAI Press",2014,"IndianSubContinent",90
"801","Masculino","AAAI Press",2014,"Jewish",126
"802","Masculino","AAAI Press",2014,"Muslim",51
"803","Masculino","AAAI Press",2014,"WestEuropean",217
"804","Masculino","AAAI Press",2015,"Africans",64
"805","Masculino","AAAI Press",2015,"British",608
"806","Masculino","AAAI Press",2015,"EastEuropean",193
"807","Masculino","AAAI Press",2015,"GreaterEastAsian",1040
"808","Masculino","AAAI Press",2015,"IndianSubContinent",271
"809","Masculino","AAAI Press",2015,"Jewish",345
"810","Masculino","AAAI Press",2015,"Muslim",126
"811","Masculino","AAAI Press",2015,"WestEuropean",770
"812","Masculino","AAAI Press",2016,"Africans",32
"813","Masculino","AAAI Press",2016,"British",309
"814","Masculino","AAAI Press",2016,"EastEuropean",80
"815","Masculino","AAAI Press",2016,"GreaterEastAsian",738
"816","Masculino","AAAI Press",2016,"IndianSubContinent",228
"817","Masculino","AAAI Press",2016,"Jewish",183
"818","Masculino","AAAI Press",2016,"Muslim",75
"819","Masculino","AAAI Press",2016,"WestEuropean",363
"820","Masculino","ACM",2010,"Africans",184
"821","Masculino","ACM",2010,"British",1470
"822","Masculino","ACM",2010,"EastEuropean",413
"823","Masculino","ACM",2010,"GreaterEastAsian",1607
"824","Masculino","ACM",2010,"IndianSubContinent",896
"825","Masculino","ACM",2010,"Jewish",888
"826","Masculino","ACM",2010,"Muslim",351
"827","Masculino","ACM",2010,"WestEuropean",1706
"828","Masculino","ACM",2011,"Africans",211
"829","Masculino","ACM",2011,"British",1793
"830","Masculino","ACM",2011,"EastEuropean",488
"831","Masculino","ACM",2011,"GreaterEastAsian",1826
"832","Masculino","ACM",2011,"IndianSubContinent",1033
"833","Masculino","ACM",2011,"Jewish",970
"834","Masculino","ACM",2011,"Muslim",435
"835","Masculino","ACM",2011,"WestEuropean",1996
"836","Masculino","ACM",2012,"Africans",220
"837","Masculino","ACM",2012,"British",1655
"838","Masculino","ACM",2012,"EastEuropean",448
"839","Masculino","ACM",2012,"GreaterEastAsian",2000
"840","Masculino","ACM",2012,"IndianSubContinent",932
"841","Masculino","ACM",2012,"Jewish",860
"842","Masculino","ACM",2012,"Muslim",442
"843","Masculino","ACM",2012,"WestEuropean",1896
"844","Masculino","ACM",2013,"Africans",221
"845","Masculino","ACM",2013,"British",1858
"846","Masculino","ACM",2013,"EastEuropean",436
"847","Masculino","ACM",2013,"GreaterEastAsian",1962
"848","Masculino","ACM",2013,"IndianSubContinent",979
"849","Masculino","ACM",2013,"Jewish",965
"850","Masculino","ACM",2013,"Muslim",477
"851","Masculino","ACM",2013,"WestEuropean",1937
"852","Masculino","ACM",2014,"Africans",246
"853","Masculino","ACM",2014,"British",2089
"854","Masculino","ACM",2014,"EastEuropean",562
"855","Masculino","ACM",2014,"GreaterEastAsian",2485
"856","Masculino","ACM",2014,"IndianSubContinent",1249
"857","Masculino","ACM",2014,"Jewish",1151
"858","Masculino","ACM",2014,"Muslim",597
"859","Masculino","ACM",2014,"WestEuropean",2482
"860","Masculino","ACM",2015,"Africans",245
"861","Masculino","ACM",2015,"British",1700
"862","Masculino","ACM",2015,"EastEuropean",488
"863","Masculino","ACM",2015,"GreaterEastAsian",2200
"864","Masculino","ACM",2015,"IndianSubContinent",1025
"865","Masculino","ACM",2015,"Jewish",902
"866","Masculino","ACM",2015,"Muslim",493
"867","Masculino","ACM",2015,"WestEuropean",2022
"868","Masculino","ACM",2016,"Africans",316
"869","Masculino","ACM",2016,"British",2109
"870","Masculino","ACM",2016,"EastEuropean",574
"871","Masculino","ACM",2016,"GreaterEastAsian",2659
"872","Masculino","ACM",2016,"IndianSubContinent",1198
"873","Masculino","ACM",2016,"Jewish",1113
"874","Masculino","ACM",2016,"Muslim",686
"875","Masculino","ACM",2016,"WestEuropean",2547
"876","Masculino","CEUR-WS.org",2010,"British",38
"877","Masculino","CEUR-WS.org",2010,"EastEuropean",25
"878","Masculino","CEUR-WS.org",2010,"GreaterEastAsian",4
"879","Masculino","CEUR-WS.org",2010,"IndianSubContinent",4
"880","Masculino","CEUR-WS.org",2010,"Jewish",8
"881","Masculino","CEUR-WS.org",2010,"Muslim",9
"882","Masculino","CEUR-WS.org",2010,"WestEuropean",43
"883","Masculino","CEUR-WS.org",2011,"Africans",3
"884","Masculino","CEUR-WS.org",2011,"British",6
"885","Masculino","CEUR-WS.org",2011,"EastEuropean",13
"886","Masculino","CEUR-WS.org",2011,"GreaterEastAsian",2
"887","Masculino","CEUR-WS.org",2011,"IndianSubContinent",3
"888","Masculino","CEUR-WS.org",2011,"Jewish",15
"889","Masculino","CEUR-WS.org",2011,"Muslim",3
"890","Masculino","CEUR-WS.org",2011,"WestEuropean",44
"891","Masculino","CEUR-WS.org",2012,"Africans",4
"892","Masculino","CEUR-WS.org",2012,"British",20
"893","Masculino","CEUR-WS.org",2012,"EastEuropean",6
"894","Masculino","CEUR-WS.org",2012,"GreaterEastAsian",13
"895","Masculino","CEUR-WS.org",2012,"Jewish",14
"896","Masculino","CEUR-WS.org",2012,"Muslim",6
"897","Masculino","CEUR-WS.org",2012,"WestEuropean",47
"898","Masculino","CEUR-WS.org",2013,"Africans",8
"899","Masculino","CEUR-WS.org",2013,"British",24
"900","Masculino","CEUR-WS.org",2013,"EastEuropean",8
"901","Masculino","CEUR-WS.org",2013,"GreaterEastAsian",10
"902","Masculino","CEUR-WS.org",2013,"IndianSubContinent",5
"903","Masculino","CEUR-WS.org",2013,"Jewish",19
"904","Masculino","CEUR-WS.org",2013,"Muslim",3
"905","Masculino","CEUR-WS.org",2013,"WestEuropean",62
"906","Masculino","CEUR-WS.org",2014,"Africans",10
"907","Masculino","CEUR-WS.org",2014,"British",60
"908","Masculino","CEUR-WS.org",2014,"EastEuropean",23
"909","Masculino","CEUR-WS.org",2014,"GreaterEastAsian",39
"910","Masculino","CEUR-WS.org",2014,"IndianSubContinent",26
"911","Masculino","CEUR-WS.org",2014,"Jewish",28
"912","Masculino","CEUR-WS.org",2014,"Muslim",21
"913","Masculino","CEUR-WS.org",2014,"WestEuropean",138
"914","Masculino","CEUR-WS.org",2015,"Africans",18
"915","Masculino","CEUR-WS.org",2015,"British",56
"916","Masculino","CEUR-WS.org",2015,"EastEuropean",34
"917","Masculino","CEUR-WS.org",2015,"GreaterEastAsian",37
"918","Masculino","CEUR-WS.org",2015,"IndianSubContinent",18
"919","Masculino","CEUR-WS.org",2015,"Jewish",55
"920","Masculino","CEUR-WS.org",2015,"Muslim",24
"921","Masculino","CEUR-WS.org",2015,"WestEuropean",178
"922","Masculino","CEUR-WS.org",2016,"Africans",16
"923","Masculino","CEUR-WS.org",2016,"British",51
"924","Masculino","CEUR-WS.org",2016,"EastEuropean",27
"925","Masculino","CEUR-WS.org",2016,"GreaterEastAsian",52
"926","Masculino","CEUR-WS.org",2016,"IndianSubContinent",33
"927","Masculino","CEUR-WS.org",2016,"Jewish",34
"928","Masculino","CEUR-WS.org",2016,"Muslim",18
"929","Masculino","CEUR-WS.org",2016,"WestEuropean",120
"930","Masculino","CWI/ACM",2013,"British",7
"931","Masculino","CWI/ACM",2013,"EastEuropean",2
"932","Masculino","CWI/ACM",2013,"GreaterEastAsian",6
"933","Masculino","CWI/ACM",2013,"IndianSubContinent",6
"934","Masculino","CWI/ACM",2013,"Jewish",8
"935","Masculino","CWI/ACM",2013,"Muslim",2
"936","Masculino","CWI/ACM",2013,"WestEuropean",18
"937","Masculino","CWI/ACM",2014,"Africans",2
"938","Masculino","CWI/ACM",2014,"British",5
"939","Masculino","CWI/ACM",2014,"EastEuropean",3
"940","Masculino","CWI/ACM",2014,"GreaterEastAsian",7
"941","Masculino","CWI/ACM",2014,"IndianSubContinent",5
"942","Masculino","CWI/ACM",2014,"Jewish",3
"943","Masculino","CWI/ACM",2014,"Muslim",4
"944","Masculino","CWI/ACM",2014,"WestEuropean",6
"945","Masculino","EasyChair",2012,"Africans",2
"946","Masculino","EasyChair",2012,"British",30
"947","Masculino","EasyChair",2012,"EastEuropean",13
"948","Masculino","EasyChair",2012,"GreaterEastAsian",7
"949","Masculino","EasyChair",2012,"IndianSubContinent",2
"950","Masculino","EasyChair",2012,"Jewish",15
"951","Masculino","EasyChair",2012,"Muslim",2
"952","Masculino","EasyChair",2012,"WestEuropean",38
"953","Masculino","EasyChair",2013,"Africans",1
"954","Masculino","EasyChair",2013,"British",20
"955","Masculino","EasyChair",2013,"EastEuropean",12
"956","Masculino","EasyChair",2013,"GreaterEastAsian",3
"957","Masculino","EasyChair",2013,"IndianSubContinent",9
"958","Masculino","EasyChair",2013,"Jewish",15
"959","Masculino","EasyChair",2013,"Muslim",8
"960","Masculino","EasyChair",2013,"WestEuropean",41
"961","Masculino","EasyChair",2014,"British",1
"962","Masculino","EasyChair",2014,"Jewish",1
"963","Masculino","EasyChair",2014,"Muslim",1
"964","Masculino","EasyChair",2014,"WestEuropean",3
"965","Masculino","EasyChair",2015,"British",13
"966","Masculino","EasyChair",2015,"EastEuropean",7
"967","Masculino","EasyChair",2015,"GreaterEastAsian",1
"968","Masculino","EasyChair",2015,"Jewish",6
"969","Masculino","EasyChair",2015,"Muslim",3
"970","Masculino","EasyChair",2015,"WestEuropean",10
"971","Masculino","EasyChair",2016,"Africans",1
"972","Masculino","EasyChair",2016,"British",1
"973","Masculino","EasyChair",2016,"EastEuropean",2
"974","Masculino","EasyChair",2016,"GreaterEastAsian",2
"975","Masculino","EasyChair",2016,"WestEuropean",5
"976","Masculino","icml.cc / Omnipress",2012,"Africans",13
